t_SG,t_Fill,t_SB,t_AggB,t_ACB,t_WC,ρ_SG,E_SG,ν_SG,ρ_Fill,E_Fill,ν_Fill,ρ_SB,E_SB,ν_SB,ρ_AggB,E_AggB,ν_AggB,ρ_ACB,E_ACB,ν_ACB,ρ_WC,E_WC,ν_WC,P,T,S,φ_SG,K_SG,ψ_SG,σy_SG,φ_Fill,K_Fill,ψ_Fill,σy_Fill,φ_SB,K_SB,ψ_SB,σy_SB,φ_AggB,K_AggB,ψ_AggB,σy_AggB
746.125,248.62999725341797,204.43000030517578,201.2949981689453,125.29499816894531,42.96500015258789,1.8000000379103653e-09,58.89500045776367,0.38999998569488525,1.8999999351621e-09,98.95999908447266,0.3499999940395355,2.1999999599842113e-09,269.2899932861328,0.33000001311302185,2.2999999682582484e-09,472.7100067138672,0.33000001311302185,2.099999951710174e-09,1869.0350341796875,0.3499999940395355,2.3999999765322855e-09,2506.35498046875,0.3499999940395355,0.6700000166893005,30.139999389648438,0.49000000953674316,29.9350004196167,0.8899999856948853,5.489999771118164,0.027449999935925007,34.9900016784668,0.8999999761581421,5.420000076293945,0.045499999076128006,32.76499938964844,0.8899999856948853,25.1299991607666,0.08785000070929527,37.68000030517578,0.8899999856948853,24.940000534057617,0.1809999942779541
